OBJECTID_12_13_14_15_16,OBJECTID,TRACT,TRACTCE10,GEOID10,NAME10,NAMELSAD10,ACRES_TOTA,WATER,SHAPE_Leng,TC_ID,OBJECTID_1,TRACT_1,TRACTCE10_1,GEOID10_1,NAME10_1,NAMELSAD10_1,ACRES_TOTAL,PCT_PEOPLE_OF_COLOR,PTL_PEOPLE_OF_COLOR,PCT_ENGLISH_LESSTHAN_VERY_WELL,PTL_ENGLISH_LESSTHAN_VERY_WELL,PCT_FOREIGN_BORN,PTL_FOREIGN_BORN,PCT_POP_INC_UNDER_200_POVERTY,PTL_POP_INC_UNDER_200_POVERTY,PCT_LESS_BACHELOR_DEGREE,PTL_LESS_BACHELOR_DEGREE,PCT_ADULTNOLEISUREPHYSACTIVITY,PCT_ADULT_WITH_DIABETES,PCT_ADULT_OBESE,PCT_ADULTMENTALHEALTHNOTGOOD,PCT_ADULT_WITH_ASTHMA,PCT_ADULT_WITH_DISABILITIES,PCT_LOW_LIFE_EXPECT_AT_BIRTH,PTL_ADULTNOLEISUREPHYSACTIVITY,PTL_ADULT_DIAGNOSED_DIABETES,PTL_ADULT_OBESE,PTL_ADULTMENTALHEALTHNOTGOOD,PTL_ADULT_WITH_ASTHMA,PTL_ADULT_WITH_DISABILITIES,PTL_LOW_LIFE_EXPECT_AT_BIRTH,COMPOSITE_PERCENTILE,COMPOSITE_QUINTILE,RACE_ELL_ORIGINS_PERCENTILE,RACE_ELL_ORIGINS_QUINTILE,SOCIOECONOMIC_PERCENTILE,SOCIOECONOMIC_QUINTILE,HEALTH_PERCENTILE,HEALTH_QUINTILE,RSE_Priority_Rank,OBJECTID_12,TC_ID_1,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,TC_Land_A_1,Gain,Loss,No_Change,TreeCanopy_2016_Area,TreeCanopy_2021_Area,Change_Area,Change_PercentChange,TreeCanopy_2016_Percent,TreeCanopy_2021_Percent,Change_Percent_AbsDiff,OBJECTID_12_13,OBJECTID_12_13_14,TC_ID_12,OBJECTID_12_13_14_15,TC_ID_12_13,Shape__Area,Shape__Length
112,158,11500,011500,53033011500,115,Census Tract 115,380.13436072,0,19887.3089363247,158,33,,,,,,380.13436072,0.23932584,0.407,0.04592203,0.527,0.10292135,0.279,0.13141314,0.241,0.51499272,0.745,0.143,0.061,0.234,0.103,0.091,0.10858381,0.83,0.616,0.458,0.729,0.624,0.669,0.578,0.512,0.549,Middle,0.422,Middle,0.527,Middle,0.647,Second highest,3,,,16558658,4146174,5884094,36031,0,2969443,2308072,1214844,10066299,6492359,25.0393117606511,35.5348482950732,0.217596136111997,0,17.9328723378428,13.9387624286944,7.33660904162644,60.7917561918363,39.2082438081637,4146174,5884094,16558658,1250875,7134969,25.0393117606511,35.5348482950732,43.0890534728116,7.55420517773844,,575135,559470,3571039,4130509,4146174,15665,0.379251080193748,24.9447086835177,25.0393117606511,0.0946030771334243,,,,,,16558650.6871033,19887.3082641773
113,159,11401,011401,53033011401,114.01,Census Tract 114.01,304.7141776,0,17478.0591080378,159,34,,,,,,304.7141776,0.54943768,0.835,0.18655462,0.85,0.24789128,0.752,0.33200562,0.715,0.72550313,0.948,0.18,0.072,0.26,0.127,0.099,0.12456747,0.7998,0.819,0.661,0.894,0.909,0.924,0.744,0.79,0.858,Highest priority/Most disadvantaged,0.843,Highest priority/Most disadvantaged,0.858,Highest priority/Most disadvantaged,0.88,Highest priority/Most disadvantaged,5,,,13273333,3429651,4727611,27711,0,2269688,1446462,1372210,8184973,5088360,25.8386571029296,35.6173615172617,0.208771979125364,0,17.0996086664894,10.8975040406204,10.3380966935735,61.6647905993167,38.3352094006833,3429651,4727611,13273333,1399921,6127532,25.8386571029296,35.6173615172617,46.1642301899606,10.5468686726989,,394521,493796,3035130,3528926,3429651,-99275,-2.81317885384958,26.5865852985079,25.8386571029296,-0.747928195578307,,,,,,13273349.0255737,17478.0587724171
114,160,10800,010800,53033010800,108,Census Tract 108,1000.66749921,0,37967.9949837691,160,112,,,,,,1000.66749921,0.5003096,0.79,0.07035064,0.64,0.18968008,0.647,0.28146743,0.632,0.53263158,0.775,0.175,0.081,0.246,0.115,0.092,0.10112661,0.8046,0.804,0.774,0.812,0.834,0.721,0.503,0.745,0.752,Second highest,0.722,Second highest,0.715,Second highest,0.79,Second highest,4,,,43589027,16886521,11527230,104245,25101,4795903,2639536,7610491,28543097,15045930,38.7403026913172,26.4452565091669,0.239154225672438,0.0575855937321106,11.0025465812761,6.05550566659816,17.4596487322371,65.4822990198887,34.5177009801113,16886521,11527230,43563926,7714736,19241966,38.7626243787119,26.4604939417076,44.1694947328668,17.7090007911592,,1012261,2484846,15874260,18359106,16886521,-1472585,-8.02100603373606,42.1429097092856,38.7626243787119,-3.38028533057373,,,,,,43589071.260376,37967.9936757273
115,161,10701,010701,53033010701,107.01,Census Tract 107.01,359.89033058,0,21916.754549041,161,17,,,,,,359.89033058,0.52025932,0.805,0.13047473,0.775,0.27876823,0.805,0.44361936,0.895,0.64326711,0.873,0.206,0.087,0.291,0.143,0.106,0.06703911,0.792,0.894,0.796,0.962,0.954,0.962,0.165,0.835,0.865,Highest priority/Most disadvantaged,0.82,Highest priority/Most disadvantaged,0.933,Highest priority/Most disadvantaged,0.82,Highest priority/Most disadvantaged,5,,,15676810,6361608,4918235,7584,775,1941728,1124624,1322256,11288202,4388608,40.5797352905342,31.3726772219603,0.048377188981687,0.00494360778755372,12.3859892414337,7.1738064057675,8.43447104353501,72.0057333092638,27.9942666907362,6361608,4918235,15676035,1329840,6248075,40.581741492667,31.3742282407509,39.8574958527459,8.483267611995,,451190,889174,5910418,6799592,6361608,-437984,-6.44132765612996,43.3757133101578,40.581741492667,-2.79397181749084,,,,,,15676820.2436066,21916.7533162605
116,162,10600,010600,53033010600,106,Census Tract 106,624.10897718,0,29931.0495374852,162,72,,,,,,624.10897718,0.2392104,0.399,0.03544505,0.407,0.07552722,0.128,0.17027559,0.391,0.41533597,0.594,0.133,0.064,0.232,0.095,0.088,0.1119008,0.8639,0.511,0.503,0.699,0.496,0.533,0.639,0.098,0.489,Middle,0.339,Second lowest,0.527,Middle,0.549,Middle,3,,,27186107,8130912,8298660,91733,32477,5184352,3457125,1990848,16553782,10632325,29.9083351654579,30.525370918315,0.337426024255698,0.119461753019658,19.0698579976898,12.7165136221968,7.3230345190652,60.8905938610482,39.1094061389518,8130912,8298660,27153630,2082581,10381241,29.9441069205112,30.5618806767272,38.2315034859059,7.66962280917874,,1015124,930784,7115788,8046572,8130912,84340,1.04814820522329,29.6335038814332,29.9441069205112,0.310603039078018,,,,,,27186184.1326599,29931.047185512
117,163,10702,010702,53033010702,107.02,Census Tract 107.02,193.9028761,0,15550.3196613014,163,73,,,,,,193.9028761,0.72685819,0.925,0.23957,0.91,0.32945736,0.895,0.58654504,0.955,0.70558376,0.925,0.219,0.099,0.306,0.148,0.114,0.20257766,0.7506,0.924,0.872,0.992,0.969,0.992,0.939,0.985,0.985,Highest priority/Most disadvantaged,0.918,Highest priority/Most disadvantaged,0.955,Highest priority/Most disadvantaged,1,Highest priority/Most disadvantaged,5,,,8446422,1876968,2947762,26827,47082,1702152,879908,965723,4898639,3547783,22.2220485786763,34.8995349746911,0.317613777762939,0.557419461163555,20.1523437971723,10.4175235383693,11.4335158721646,57.9966167922938,42.0033832077062,1876968,2947762,8399340,992550,3940312,22.3466129481602,35.0951622389378,46.9121621460734,11.8169999071356,,316938,163044,1560030,1723074,1876968,153894,8.93136336570571,20.5143975598083,22.3466129481602,1.83221538835194,,,,,,8446408.13085938,15550.3187640694
118,164,10500,010500,53033010500,105,Census Tract 105,424.49720058,0,19150.9737793408,164,97,,,,,,424.49720058,0.19188676,0.279,0.02847243,0.339,0.11425653,0.354,0.17067271,0.399,0.42963515,0.617,0.145,0.067,0.225,0.097,0.089,0.10979847,0.8198,0.646,0.571,0.624,0.526,0.593,0.593,0.594,0.519,Middle,0.331,Second lowest,0.549,Middle,0.64,Second highest,3,,,18491094,3867863,4981300,29348,0,4568939,2837991,2205653,8878511,9612583,20.9174373349679,26.9389144849948,0.158714243732686,0,24.7088625475594,15.3478804444994,11.9281909442459,48.0150660636953,51.9849339363047,3867863,4981300,18491094,2235001,7216301,20.9174373349679,26.9389144849948,39.0258196729734,12.0869051879786,,588953,485652,3278910,3764562,3867863,103301,2.74403768619032,20.3587846127438,20.9174373349679,0.558652722224007,,,,,,18491095.2369232,19150.9727891749
119,165,9900,009900,53033009900,99,Census Tract 99,1612.58200155,0,64638.7574652728,165,74,,,,,,1612.58200155,0.27703456,0.504,0.0197613,0.249,0.11166852,0.331,0.17428465,0.414,0.37140903,0.519,0.126,0.052,0.225,0.095,0.087,0.09042211,0.8199,0.428,0.315,0.624,0.496,0.458,0.398,0.587,0.497,Middle,0.414,Middle,0.497,Middle,0.527,Middle,3,,,70244050,15348928,13607551,554624,324419,6924447,5646640,27837441,29835522,40408528,21.8508585424673,19.3718201043362,0.789567230249395,0.461845522859231,9.85769897948652,8.03860255779671,39.6296070628046,42.4740913999122,57.5259086000878,15348928,13607551,69919631,28392065,41999616,21.9522439985417,19.4617031088165,60.0684176951678,40.6067145863513,,1076745,2203023,14272183,16475206,15348928,-1126278,-6.83619980229686,23.5630619961367,21.9522439985417,-1.61081799759498,,,,,,70244066.0139008,64638.7541561281
120,167,9702,009702,53033009702,97.02,Census Tract 97.02,548.3270524,0,28387.5152084928,167,18,,,,,,548.3270524,0.15692993,0.128,0.01522936,0.151,0.06184684,0.031,0.10497333,0.106,0.37729705,0.527,0.123,0.059,0.222,0.088,0.086,0.10790068,0.825,0.368,0.436,0.578,0.308,0.345,0.571,0.549,0.286,Second lowest,0.076,Lowest,0.294,Second lowest,0.497,Middle,2,,,23885114,8407424,6661847,90594,0,3917522,2569614,2238113,15159865,8725249,35.1994300718012,27.8912087252336,0.379290632650947,0,16.4015210477957,10.7582237204311,9.37032580208744,63.4699294296858,36.5300705703142,8407424,6661847,23885114,2328707,8990554,35.1994300718012,27.8912087252336,37.640825159972,9.74961643473839,,784544,827785,7622880,8450665,8407424,-43241,-0.511687541749673,35.3804675162949,35.1994300718012,-0.181037444493668,,,,,,23885124.0704041,28387.514219821
121,168,9701,009701,53033009701,97.01,Census Tract 97.01,442.86378251,0,29764.5675626062,168,113,,,,,,442.86378251,0.17992177,0.204,0.02287861,0.294,0.12369622,0.384,0.12125184,0.188,0.3115781,0.361,0.122,0.062,0.219,0.086,0.086,0.13124274,0.8428,0.345,0.481,0.496,0.233,0.345,0.759,0.324,0.316,Second lowest,0.256,Second lowest,0.219,Second lowest,0.437,Middle,2,,,19291116,5449373,4476641,415002,82175,3824259,2364899,2678767,10423191,8867925,28.2480961702786,23.2057129302421,2.15125967828922,0.425973282209282,19.8239386461623,12.2590056479884,13.8860136448301,54.0310420610192,45.9689579389808,5449373,4476641,19208941,3093769,7570410,28.3689402763015,23.3049859437852,39.4108660128635,16.1058800690782,,544649,642111,4904724,5546835,5449373,-97462,-1.75707407918209,28.8763185851838,28.3689402763015,-0.507378308882306,,,,,,19291144.9797821,29764.5667745614
122,169,9800,009800,53033009800,98,Census Tract 98,477.0565525,0,19647.3666991524,169,114,,,,,,477.0565525,0.19067023,0.264,0.01191702,0.083,0.09090909,0.204,0.13530982,0.271,0.43477447,0.625,0.127,0.058,0.227,0.092,0.087,0.10986467,0.8338,0.443,0.398,0.669,0.451,0.458,0.601,0.429,0.407,Middle,0.158,Lowest,0.474,Middle,0.542,Middle,3,,,20780550,4797357,6322971,51235,0,4651678,2918223,2039086,11171563,9608987,23.0858037924886,30.4273515378563,0.246552665834157,0,22.3847684493433,14.0430498711536,9.81247368332407,53.7597079961791,46.2402920038209,4797357,6322971,20780550,2090321,8413292,23.0858037924886,30.4273515378563,40.4863778870145,10.0590263491582,,694820,597733,4102537,4700270,4797357,97087,2.06556219110817,22.6186024912719,23.0858037924886,0.467201301216761,,,,,,20780581.2545319,19647.3654398057
123,170,9600,009600,53033009600,96,Census Tract 96,452.88800862,0,20839.4472978477,170,98,,,,,,452.88800862,0.20827415,0.324,0.02199224,0.279,0.12571023,0.414,0.12893309,0.226,0.37011545,0.504,0.137,0.075,0.223,0.089,0.087,0.09665588,0.8291,0.548,0.691,0.586,0.353,0.458,0.466,0.519,0.467,Middle,0.346,Second lowest,0.369,Second lowest,0.564,Middle,3,,,19727770,7280847,5205976,126920,4005,3257195,2263167,1589660,12617748,7110022,36.9065890366727,26.3890748929048,0.64335705454798,0.0203013315747294,16.5107105364671,11.4719859365757,8.05798121125702,63.9593223157001,36.0406776842999,7280847,5205976,19723765,1716580,6922556,36.9140830870779,26.3944333143292,35.0975384263603,8.7031051120311,,675234,796140,6605613,7401753,7280847,-120906,-1.63347790719307,37.5270796422488,36.9140830870779,-0.612996555170881,,,,,,19727799.6616058,20839.4461816067
124,171,8001,008001,53033008001,80.01,Census Tract 80.01,120.23497868,0,19254.6338660012,171,133,,,,,,120.23497868,0.38377889,0.677,0.01349465,0.121,0.32442229,0.873,0.20737049,0.504,0.30630182,0.331,0.12,0.05,0.211,0.087,0.081,0.09440672,0.8542,0.308,0.255,0.345,0.27,0.007,0.436,0.219,0.422,Middle,0.602,Second highest,0.444,Middle,0.173,Lowest,3,,,5237392,720527,453277,21888,9750,1904584,1068536,1058830,1205442,4031950,13.7573624429869,8.65463192367499,0.417917925562952,0.186161356644681,36.3651221829491,20.4020627060186,20.2167414621628,23.0160736488695,76.9839263511305,720527,453277,5227642,1080718,1533995,13.7830211020571,8.6707735533535,29.3439183478899,20.6731447945364,,100096,62329,620431,682760,720527,37767,5.53151912824419,13.0605730078686,13.7830211020571,0.722448094188547,,,,,,5237435.08291626,19254.6329626116
125,172,8002,008002,53033008002,80.02,Census Tract 80.02,56.59967958,0,8018.58561793979,172,49,,,,,,56.59967958,0.29347826,0.527,0.04675096,0.557,0.10783753,0.309,0.42680723,0.88,0.49092179,0.715,0.162,0.086,0.264,0.112,0.092,0.21943296,0.7555,0.744,0.789,0.917,0.759,0.721,0.977,0.978,0.767,Second highest,0.489,Middle,0.82,Highest priority/Most disadvantaged,0.94,Highest priority/Most disadvantaged,4,,,2465489,225095,120276,0,0,1152744,605223,362151,345371,2120118,9.1298318508012,4.87838315238884,0,0,46.75518730767,24.5477874774538,14.6888102116862,14.00821500319,85.99178499681,225095,120276,2465489,362151,482427,9.1298318508012,4.87838315238884,19.567193364075,14.6888102116862,,30523,29570,194572,224142,225095,953,0.425176896788643,9.09117826118875,9.1298318508012,0.038653589612446,,,,,,2465481.3109436,8018.584739609
126,173,7200,007200,53033007200,72,Census Tract 72,249.63248924,0,16545.7372025582,173,50,,,,,,249.63248924,0.44642634,0.76,0.02469292,0.309,0.30160908,0.85,0.15726013,0.354,0.27980081,0.279,0.118,0.042,0.202,0.095,0.087,0.0747134,0.8555,0.263,0.09,0.15,0.496,0.458,0.248,0.196,0.399,Middle,0.692,Second highest,0.294,Second lowest,0.211,Second lowest,3,,,10873974,1200083,528705,258425,0,4054161,2721587,2111013,1987213,8886761,11.036287193624,4.86211388771023,2.37654605390817,0,37.2831588525042,25.0284486609955,19.413445351258,18.2749471352424,81.7250528647576,1200083,528705,10873974,2369438,2898143,11.036287193624,4.86211388771023,26.6521052928764,21.7899914051661,,189231,170109,1010852,1180961,1200083,19122,1.61918979542932,10.8604361202261,11.036287193624,0.175851073397821,,,,,,10873990.6188354,16545.7360853835
127,174,7100,007100,53033007100,71,Census Tract 71,213.01798353,0,16344.7763167696,174,134,,,,,,213.01798353,0.32831901,0.61,0.08349901,0.662,0.28127985,0.813,0.15526316,0.346,0.270851,0.256,0.116,0.043,0.214,0.09,0.084,0.08283871,0.842,0.225,0.105,0.375,0.368,0.135,0.315,0.346,0.414,Middle,0.677,Second highest,0.271,Second lowest,0.219,Second lowest,3,,,9279054,1468309,850533,3956,0,3188493,1255306,2512457,2322798,6956256,15.8239083423806,9.16616068836327,0.0426336564050603,0,34.3622636531698,13.5283833890826,27.0766502705987,25.0327026871489,74.9672973128511,1468309,850533,9279054,2516413,3366946,15.8239083423806,9.16616068836327,36.285444615367,27.1192839270038,,157398,139099,1310911,1450010,1468309,18299,1.26199129661175,15.6267007391055,15.8239083423806,0.197207603275073,,,,,,9279062.04388428,16344.7754026688
128,175,5802,005802,53033005802,58.02,Census Tract 58.02,763.62463994,0,51391.7584449882,175,75,,,,,,763.62463994,0.3062345,0.572,0.04475605,0.504,0.13761955,0.489,0.16761312,0.361,0.30656934,0.339,0.116,0.05,0.21,0.086,0.084,0.08121827,0.8404,0.225,0.255,0.315,0.233,0.135,0.3,0.361,0.376,Second lowest,0.564,Middle,0.354,Second lowest,0.188,Lowest,2,,,33263637,6072868,7609805,433952,97893,4794726,3387589,10866804,14214518,19049119,18.2567769122781,22.8772488107659,1.30458374109843,0.294294337086471,14.414316750751,10.1840607507832,32.6687186972369,42.732903801229,57.267096198771,6072868,7609805,33165744,11300756,18910561,18.3106641599839,22.9447739812501,57.0183530331778,34.0735790519278,,700978,710298,5371890,6082188,6072868,-9320,-0.153234329488007,18.3387654442487,18.3106641599839,-0.0281012842648778,,,,,,33263485.9549561,51391.7548641688
129,176,7000,007000,53033007000,70,Census Tract 70,199.14708252,0,13390.0220571202,176,115,,,,,,199.14708252,0.19169685,0.271,0.00726082,0.023,0.11256617,0.339,0.14273708,0.309,0.31297589,0.376,0.114,0.046,0.199,0.086,0.085,0.12031732,0.8215,0.18,0.203,0.075,0.233,0.24,0.714,0.579,0.271,Second lowest,0.211,Second lowest,0.346,Second lowest,0.301,Second lowest,2,,,8674861,2263023,1285077,997,0,2528434,1190289,1407041,3549097,5125764,26.087138456743,14.813805085753,0.0114929795416895,0,29.1466802753381,13.7211305172498,16.2197526853744,40.9124365220376,59.0875634779624,2263023,1285077,8674861,1408038,2693115,26.087138456743,14.813805085753,31.0450507506691,16.2312456649161,,289348,248776,1973675,2222451,2263023,40572,1.82555205941548,25.6194422020134,26.087138456743,0.467696254729617,,,,,,8674845.87435913,13390.0207296604
130,177,6900,006900,53033006900,69,Census Tract 69,223.09765751,0,15642.2151332135,177,99,,,,,,223.09765751,0.130709,0.038,0.00710195,0.016,0.07351022,0.106,0.15233522,0.331,0.26450742,0.226,0.111,0.051,0.21,0.085,0.085,0.08653103,0.8722,0.127,0.285,0.315,0.195,0.24,0.36,0.038,0.068,Lowest,0.023,Lowest,0.241,Second lowest,0.143,Lowest,1,,,9718098,3195756,2070595,3751,0,2334498,1302179,811319,5270102,4447996,32.8845829708653,21.3065869473636,0.038598087815126,0,24.0221697702575,13.3995252980573,8.34853692564121,54.229768006044,45.770231993956,3195756,2070595,9718098,815070,2885665,32.8845829708653,21.3065869473636,29.6937219608199,8.38713501345634,,403118,372452,2792638,3165090,3195756,30666,0.9688824014483,32.5690273961016,32.8845829708653,0.315555574763707,,,,,,9718131.84161377,15642.2138213759
131,178,26001,026001,53033026001,260.01,Census Tract 260.01,14.99976991,0,8005.85906932415,178,19,,,,,,14.99976991,0.64204349,0.895,0.15948993,0.813,0.26751812,0.782,0.2680359,0.617,0.66681954,0.895,0.172,0.088,0.256,0.108,0.095,0.16706136,0.8069,0.781,0.804,0.887,0.706,0.819,0.879,0.73,0.835,Highest priority/Most disadvantaged,0.873,Highest priority/Most disadvantaged,0.76,Second highest,0.843,Highest priority/Most disadvantaged,5,,,647947,405622,163497,0,0,42977,32036,3815,569119,78828,62.601107806657,25.2330823354379,0,0,6.6327955835894,4.94423154980268,0.588782724512962,87.834190142095,12.165809857905,405622,163497,647947,3815,167312,62.601107806657,25.2330823354379,25.8218650599509,0.588782724512962,,14183,38882,391439,430321,405622,-24699,-5.73966875890324,66.4129936553453,62.601107806657,-3.81188584868823,,,,,,653389.965606689,8005.85842782859
132,179,500,000500,53033000500,5,Census Tract 5,691.43877239,0,26774.4064985703,179,35,,,,,,691.43877239,0.1521877,0.113,0.03150134,0.376,0.10526316,0.286,0.10454401,0.098,0.31820092,0.391,0.125,0.076,0.211,0.078,0.083,0.08590657,0.8243,0.413,0.714,0.345,0.045,0.082,0.353,0.564,0.196,Second lowest,0.188,Lowest,0.181,Lowest,0.346,Second lowest,2,,,30119091,15913112,7769738,139228,0,3402301,1535840,1358872,23822078,6297013,52.83397164941,25.7967214216392,0.462258306533886,0,11.2961609631579,5.099224276058,4.51166338320104,79.0929513775831,20.9070486224169,15913112,7769738,30119091,1498100,9267838,52.83397164941,25.7967214216392,30.7706431113741,4.97392168973493,,983619,1412111,14929493,16341604,15913112,-428492,-2.62209266605653,54.2566307861017,52.83397164941,-1.42265913669174,,,,,,30119069.3062439,26774.4047929896
133,184,10900,010900,53033010900,109,Census Tract 109,1189.38010995,0,45137.3899078745,184,20,,,,,,1189.38010995,0.251578,0.452,0.00552995,0.008,0.02434626,0,0.25499093,0.587,0.54595792,0.79,0.152,0.066,0.254,0.109,0.087,0.17839923,0.809,0.684,0.556,0.872,0.721,0.458,0.902,0.685,0.572,Middle,0.226,Second lowest,0.692,Second highest,0.76,Second highest,3,,,51569246,2526528,9673621,66005,37158,11173125,5204326,22888483,12303312,39265934,4.89929210909929,18.7585077354049,0.127992951457929,0.072054572991042,21.6662562799541,10.0919179621125,44.3839783889801,23.8578473689532,76.1421526310468,2526528,9673621,51532088,22954488,32628109,4.90282481858682,18.7720338442331,63.3161012222132,44.5440673779801,,352663,440874,2173865,2614739,2526528,-88211,-3.37360631405276,5.07400165892754,4.90282481858682,-0.171176840340721,,,,,,51809391.91539,45137.3870579488
134,186,11200,011200,53033011200,112,Census Tract 112,681.68077275,0,30944.1087589283,186,76,,,,,,681.68077275,0.62863125,0.88,0.23691545,0.903,0.19942423,0.67,0.59847661,0.963,0.77200164,0.985,0.241,0.108,0.303,0.15,0.101,0.1412582,0.7282,0.962,0.902,0.984,0.977,0.939,0.789,1,0.97,Highest priority/Most disadvantaged,0.85,Highest priority/Most disadvantaged,0.993,Highest priority/Most disadvantaged,0.985,Highest priority/Most disadvantaged,5,,,29657962,4320836,8786306,146207,105855,5089975,4303686,6905097,13359204,16298758,14.5688904719751,29.625454372084,0.492977231544096,0.356919332488186,17.1622547766431,14.511064516166,23.2824392990995,45.0442414080914,54.9557585919086,4320836,8786306,29552107,7051304,15837610,14.6210759185462,29.7315721007643,53.5921516526723,23.8605795519081,,609930,746717,3710906,4457623,4320836,-136787,-3.06860853867633,15.0839430839906,14.6210759185462,-0.462867165444411,,,,,,29694011.0484467,30944.1075430895
135,187,11900,011900,53033011900,119,Census Tract 119,773.47807865,0,41622.0569798217,187,21,,,,,,773.47807865,0.78095364,0.948,0.16303749,0.82,0.30097471,0.843,0.36478985,0.79,0.67200452,0.903,0.203,0.112,0.255,0.114,0.096,0.14610446,0.8109,0.887,0.909,0.879,0.812,0.857,0.819,0.662,0.925,Highest priority/Most disadvantaged,0.903,Highest priority/Most disadvantaged,0.88,Highest priority/Most disadvantaged,0.91,Highest priority/Most disadvantaged,5,,,33634844,10328571,12487008,21659,17423,4802924,3194842,2782417,22854661,10780183,30.7079497678063,37.1252145542878,0.0643945308621024,0.0518004483683647,14.2796083727934,9.4986080506275,8.27242427525455,67.9493593013245,32.0506406986755,10328571,12487008,33617421,2804076,15291084,30.7238648675638,37.1444555488061,45.4855951026106,8.34113955380456,,937999,1396911,9390572,10787483,10328571,-458912,-4.25411562641628,32.0889666104964,30.7238648675638,-1.36510174293263,,,,,,33692700.9830475,41622.054538484
